timestamp,production
2020-01-20 10:08:00,0.1
2020-01-20 10:09:00,0.32
2020-01-20 10:10:00,0.52
2020-01-20 10:11:00,0.7
2020-01-20 10:12:00,1.0
2020-01-20 10:13:00,0.82
2020-01-20 10:14:00,0.72
2020-01-20 10:15:00,0.8
2020-01-20 10:16:00,0.4
2020-01-20 10:17:00,0.04
