timestamp,production
2020-01-20 08:00:00,0.1
2020-01-20 09:00:00,0.32
2020-01-20 10:00:00,0.52
2020-01-20 11:00:00,0.7
2020-01-20 12:00:00,1.0
2020-01-20 13:00:00,0.82
2020-01-20 14:00:00,0.72
2020-01-20 15:00:00,0.8
2020-01-20 16:00:00,0.4
2020-01-20 17:00:00,0.04
